7.66931713842427e7	123.32734268622652	2.1638349010567894e17	2.3304039316457395e26
9.662770724469934e7	123.32453954831695	2.163751531936059e17	4.6608079029250935e26
1.217440621818492e8	123.32120224495243	2.1636522782670566e17	9.321615847139536e26
1.5338949614143085e8	123.31590458635729	2.1634947269247344e17	1.8643231728945483e27
1.9326185305527273e8	123.30749503439485	2.163244640124633e17	3.728646349586885e27
2.435010854468282e8	123.29414559896756	2.1628476783505414e17	7.457292703302704e27
3.0680497028315616e8	123.27295443274838	2.1622176071471882e17	1.4914585409740904e28
3.8657570630118227e8	123.23931490158776	2.1612175987112147e17	2.9829170778574785e28
4.6327240924087e8	123.19585971713242	2.159926103533487e17	5.132706398259342e28
5.206065242807794e8	123.15304187830623	2.1586538719488717e17	7.2824957186456885e28
6.077550618757774e8	123.09587823139948	2.1569560248905414e17	1.1582074359451495e29
7.314777074897805e8	122.99792627361701	2.1540482635382448e17	2.018123164106311e29
8.986096518420385e8	122.83510698271502	2.1492192321050323e17	3.737954620428633e29
1.117504552282956e9	122.56989896489162	2.1413651316823872e17	7.177617533069967e29
1.3993370024354966e9	122.14302518410716	2.1287538320060365e17	1.4056943358355948e30
1.707989314836283e9	121.53805535927408	2.1109423339535034e17	2.547374711861256e30
2.1604412833813043e9	120.52829978621824	2.081395476257442e17	5.122924619968613e30
2.3622223901852345e9	119.6431808276723	2.0556189853237955e17	6.67534060947103e30
2.5352273275689106e9	119.03262722094865	2.0379436360190512e17	8.227756598973116e30
2.7084205963101e9	118.42248846995169	2.0203596862189558e17	1.0000121513443724e31
2.8626641028251686e9	117.81288001355637	2.0028667148861062e17	1.177248642791433e31
3.0168544073499765e9	117.20411999100067	1.985477787945858e17	1.373560270776752e31
3.1574115471701403e9	116.59620777268798	1.968189741034072e17	1.5698718987620372e31
3.427915079243484e9	115.67131593286959	1.942064270613577e17	1.9964125772633809e31
3.5578062927791014e9	114.77632726965957	1.9169106064529603e17	2.225008073343981e31
3.6794674784192557e9	114.17255228559921	1.900051301789366e17	2.4536035694245805e31
3.8575588988425546e9	113.41829390430483	1.8791087578461286e17	2.8141573069439633e31
3.9724292994552035e9	112.67351094766993	1.8585274375657773e17	3.0634711191254902e31
4.084225601387155e9	112.07341255267475	1.8420351871488147e17	3.3189943770628143e31
4.299770074804162e9	111.16299269455267	1.8171781471715942e17	3.8482407513461733e31
4.404901472317353e9	110.27701352543721	1.7931041205206518e17	4.124239003914416e31
4.505772563751674e9	109.68239932929494	1.777046730473006e17	4.400237256482694e31
4.60649648478475e9	109.08924665598467	1.761096250416645e17	4.686884868383356e31
4.703513784847436e9	108.49759162839709	1.745250265763883e17	4.973532480283985e31
4.800389889088041e9	107.90753977970253	1.729510139019866e17	5.2701867172044905e31
4.894007003950907e9	107.31914538229584	1.713873619108633e17	5.566840954125029e31
5.078089107610338e9	106.4329903241128	1.6904544942018067e17	6.179012412106161e31
5.168548611025994e9	105.56420381431128	1.667576573106514e17	6.494010506730192e31
5.25642373809618e9	104.98296782914363	1.6523530178890445e17	6.809008601354256e31
5.344172873019032e9	104.40353313020374	1.6372320457014342e17	7.132447002371874e31
5.429596603510504e9	103.82587121078497	1.62221177583235e17	7.455885403389493e31
5.514898825010232e9	103.25000006097409	1.607292983455241e17	7.787332096241755e31
5.598096619324912e9	102.67589222512919	1.592473885036386e17	8.11877878909402e31
5.701974940538769e9	102.02973052790368	1.575864266586859e17	8.543974904648041e31
5.802893411623747e9	101.31673239582379	1.5576119652925312e17	8.969171020202064e31
5.923496241167821e9	100.53406011426378	1.537678413445966e17	9.492985717061083e31
6.040343560633118e9	99.68755241401257	1.51622790296406e17	1.0016800413920102e32
6.118254543316612e9	98.98882021970654	1.498604250118646e17	1.0374996459198266e32
6.194657983454074e9	98.42778348990528	1.484518882952598e17	1.0733192504476429e32
6.270957355803973e9	97.86848660211348	1.470529897361848e17	1.1097744693012883e32
6.34586567679545e9	97.31090586440575	1.456635854207186e17	1.1462296881549336e32
6.420673350392144e9	96.75505276544743	1.4428371125817395e17	1.1832921389116609e32
6.494193673106989e9	96.20090428363868	1.4291322904491994e17	1.2203545896683879e32
6.640907788799478e9	95.36436801621991	1.4085623424421296e17	1.2961959239669078e32
6.7125051470956335e9	94.54253549328088	1.3884298440048878e17	1.3341165911161677e32
6.78300789632365e9	93.99920097603267	1.3751955486841632e17	1.3720372582654273e32
6.853939597892819e9	93.45550041427431	1.362002910544088e17	1.4107671697385033e32
6.923835558814043e9	92.9115075816603	1.3488533768654357e17	1.4494970812115792e32
6.9936430859182205e9	92.36919375516224	1.3357949440803378e17	1.4887360134781025e32
7.062483223678502e9	91.82853810750264	1.322826418270188e17	1.527974945744626e32
7.19988478134942e9	91.0135815182801	1.3033927793894827e17	1.607895332780033e32
7.267249643749713e9	90.211723002182	1.2843450143953749e17	1.647855526297736e32
7.333776245656368e9	89.68080317082726	1.2718067913194802e17	1.6878157198154397e32
7.400964800667437e9	89.14850787092769	1.2592853390220866e17	1.7286721493489547e32
7.467348909197249e9	88.6149425586906	1.2467830571801438e17	1.7695285788824697e32
7.532961624065934e9	88.0858456037748	1.2344343409831659e17	1.810385008415985e32
7.597834042039286e9	87.56108325721607	1.2222349562064715e17	1.8512414379495e32
7.6955860329168825e9	86.90245829439793	1.206999623051326e17	1.913663171927506e32
7.791775051321845e9	86.116604594785	1.1889110573953334e17	1.9760849059055125e32
7.856041797683679e9	85.46594949080698	1.1740092358281906e17	2.018337404027036e32
7.919659226709216e9	84.94417120584419	1.1621187222805518e17	2.060589902148559e32
7.982651733329551e9	84.42629688732575	1.1503646712185621e17	2.1028424002700794e32
8.045042435659129e9	83.9122224514422	1.1387437654092443e17	2.1450948983916027e32
8.107889555973516e9	83.39753277281187	1.1271560627096531e17	2.1880590768364567e32
8.17015899715985e9	82.8822897057468	1.1156028211843378e17	2.2310232552813108e32
8.293050807919797e9	82.11329251014558	1.0984652438032059e17	2.3169516121710196e32
8.354627927178242e9	81.35405498964082	1.0816142232968034e17	2.3605701327090523e32
8.416459809282897e9	79.8309007802055	1.0703901891481245e17	2.4041886532470857e32
8.447961284589307e9	77.48250549207482	1.0620657972870085e17	2.425997913516102e32
8.479330527909126e9	77.23220379783459	1.0565489203967798e17	2.4478071737851185e32
8.526913414391374e9	75.93035919014896	1.0496788511251723e17	2.4806353824877162e32
8.574858504992478e9	74.51722586970791	1.0414977398138821e17	2.5134635911903147e32
8.623620793963503e9	72.9513035024097	1.0333639816893611e17	2.5465204364910686e32
8.648076921699411e9	72.11246860556966	1.0273010758363166e17	2.5630488591414473e32
8.67270366183414e9	71.20758608215479	1.023278727170871e17	2.579577281791826e32
8.68995572932748e9	70.07370447729097	1.0198911611725842e17	2.591026922680658e32
8.707313528063528e9	69.37003239104152	1.0171282741321451e17	2.6024765635694865e32
8.742273249933722e9	68.4731034108398	1.012998723308759e17	2.625375845347147e32
8.756718638136072e9	67.40984188843818	1.0091475376938074e17	2.6347437333470987e32
8.771224599093287e9	66.9067854532209	1.0069181577924598e17	2.6441116213470503e32
8.785771383043825e9	66.49839704212785	1.0046956149498539e17	2.653479509347002e32
8.813419527178164e9	65.77083405399515	1.0014951853958645e17	2.6711744089024685e32
8.826534596270964e9	64.9472244871702	9.98436017880889e16	2.6795014204579798e32
8.839755977637142e9	64.23304485121038	9.964836941118242e16	2.6878284320134907e32
8.865437231445795e9	63.34740596620646	9.936375508672507e16	2.7038501731071277e32
8.88712296552201e9	62.7150930205972	9.902101902691202e16	2.7173159497988427e32
8.896415304336245e9	62.5072213534626	9.879849938759099e16	2.7230869969524357e32
8.908788806250254e9	62.437246310238585	9.864305597267597e16	2.7307817264905574e32
8.924993830868786e9	59.40234833653537	9.844374655989429e16	2.7404001384132078e32
8.941167277710918e9	59.30279614515998	9.82231212926193e16	2.7500185503358618e32
8.972891364387493e9	59.15565063316937	9.789703050104688e16	2.7689392331724696e32
9.010381023489014e9	58.94414274060617	9.742774613337426e16	2.7913911397694487e32
9.029063361822063e9	58.77363117561131	9.704901400013203e16	2.802617093067938e32
9.038389055873388e9	58.68879446720201	9.68604550931195e16	2.8082300697171813e32
9.043048052461481e9	58.646478845247145	9.676637610186477e16	2.8110365580418038e32
9.045376590389536e9	58.62534751698412	9.67193865572042e16	2.8124398022041147e32
9.04770448890499e9	58.61127031124991	9.668807681709747e16	2.813843046366426e32
9.048868198509901e9	58.600721128812886	9.666460696564062e16	2.8145446684475812e32
9.050031748492817e9	58.593688763926224	9.664896454580667e16	2.8152462905287365e32
9.050613463653288e9	58.588415509843784	9.663723584008634e16	2.815597101569315e32
9.051195138940577e9	58.584900534935336	9.662941773890006e16	2.8159479126098932e32
9.051485961634644e9	58.58226467775648	9.662355493976736e16	2.8161233181301807e32
9.05177677436418e9	58.580507536964866	9.661964666587963e16	2.8162987236504683e32
