0.1	0.11963906093275087
0.2	0.20933931700968794
0.3	0.2835340413882423
0.4	0.3552655886574557
0.5	0.44406294115999284
0.6	0.5561684942721239
0.7	0.6458497384923113
0.8	0.7159721010716614
0.9	0.791687821917302
1.0	0.8877051725425492
1.1	1.0112450620576163
1.2	1.1479530491417536
1.3	1.2832294332496175
1.4	1.4004362282960783
1.5	1.4706424197747492
1.6	1.5046288086268125
1.7	1.5321299198315337
1.8	1.56861186788654
1.9	1.6039843613734834
2.0	1.6432885852079302
2.1	1.680267759781757
2.2	1.7168370364923222
2.3	1.7546715869437228
2.4	1.793878425155052
2.5	1.8316084495711389
2.6	1.8703010731559264
2.7	1.9074169352701664
2.8	1.9442445534702275
2.9	1.9809550609798139
3.0	2.0400000000000000
